"affy_hg_u133_plus_2"	"hgnc_symbol"
"17998"	"224013_s_at"	""
"17999"	"201212_at"	"LGMN"
"18000"	"204471_at"	"GAP43"
"18001"	"216963_s_at"	"GAP43"
"18002"	"1556459_at"	"ARHGAP22-IT1"
"18003"	"1556460_a_at"	"ARHGAP22-IT1"
"18004"	"210604_at"	"GNAT2"
"18005"	"235375_x_at"	"TTC9B"
"18006"	"242484_at"	"TTC9B"
"18007"	"208036_at"	"OPN1SW"
"18008"	"225511_at"	"GPRC5B"
"18009"	"203632_s_at"	"GPRC5B"
"18010"	"203631_s_at"	"GPRC5B"
"18011"	"234847_at"	"LINC00309"
"18012"	"202927_at"	"PIN1"
"18013"	"207168_s_at"	"H2AFY"
"18014"	"214501_s_at"	"H2AFY"
"18015"	"236821_at"	"H2AFY"
"18016"	"214500_at"	"H2AFY"
"18017"	"229593_at"	"H2AFY"
"18018"	"200825_s_at"	"HYOU1"
"18019"	"203647_s_at"	"FDX1P1"
"18020"	"208619_at"	"DDB1"
"18021"	"231886_at"	"SEPT14P4"
"18022"	"221613_s_at"	"ZFAND6P1"
"18023"	"221004_s_at"	"ITM2C"
"18024"	"240210_at"	"ATAD3C"
"18025"	"215117_at"	"RAG2"
"18026"	"217906_at"	"KLHDC2"
"18027"	"223039_at"	"GUCD1"
"18028"	"207046_at"	"HIST2H4B"
"18029"	"221613_s_at"	"ATP8B5P"
"18030"	"1568686_at"	"ATP8B5P"
"18031"	"1568687_s_at"	"ATP8B5P"
"18032"	"216556_x_at"	"SUMO1P2"
"18033"	"221681_s_at"	"DSPP"
"18034"	"212313_at"	"CHMP7"
"18035"	"202345_s_at"	"FABP5P7"
"18036"	"216579_at"	"GJB4"
"18037"	"203342_at"	"TIMM17B"
"18038"	"1559909_a_at"	"TIMM17B"
"18039"	"1554807_a_at"	"SPIRE1"
"18040"	"225018_at"	"SPIRE1"
"18041"	"1559517_a_at"	"SPIRE1"
"18042"	"224995_at"	"SPIRE1"
"18043"	"1559190_s_at"	"RDH13"
"18044"	"225467_s_at"	"RDH13"
"18045"	"225449_at"	"RDH13"
"18046"	"233543_s_at"	"FAM175A"
"18047"	"226521_s_at"	"FAM175A"
"18048"	"218112_at"	"MRPS34"
"18049"	"211855_s_at"	"SLC25A14"
"18050"	"204587_at"	"SLC25A14"
"18051"	"208805_at"	""
"18052"	"202713_s_at"	""
"18053"	"204872_at"	""
"18054"	"1555141_a_at"	"SLC9B1P3"
"18055"	"1553633_s_at"	"SLC9B1P3"
"18056"	"236711_at"	"ZIC4"
"18057"	"211463_at"	"ZIC4"
"18058"	"203672_x_at"	"TPMT"
"18059"	"203671_at"	"TPMT"
"18060"	"205125_at"	"PLCD1"
"18061"	"227109_at"	"CYP2R1"
"18062"	"239181_at"	"CYP2R1"
"18063"	"207786_at"	"CYP2R1"
"18064"	"200707_at"	"PRKCSH"
"18065"	"214080_x_at"	"PRKCSH"
"18066"	"1566987_s_at"	""
"18067"	"225055_at"	""
"18068"	"230595_at"	"PGM5P3-AS1"
"18069"	"202589_at"	"TYMS"
"18070"	"1554696_s_at"	"TYMS"
"18071"	"213556_at"	"PINLYP"
"18072"	"220495_s_at"	"TXNDC15"
"18073"	"227873_at"	"TXNDC15"
"18074"	"211997_x_at"	"H3F3C"
"18075"	"209069_s_at"	"H3F3C"
"18076"	"224555_x_at"	"IL37"
"18077"	"221470_s_at"	"IL37"
"18078"	"227736_at"	"C10orf99"
"18079"	"227735_s_at"	"C10orf99"
"18080"	"233217_at"	""
"18081"	"215416_s_at"	"STOML2"
"18082"	"213880_at"	"LGR5"
"18083"	"210393_at"	"LGR5"
"18084"	"208423_s_at"	"MSR1"
"18085"	"211887_x_at"	"MSR1"
"18086"	"208422_at"	"MSR1"
"18087"	"214770_at"	"MSR1"
"18088"	"224882_at"	"ACSS1"
"18089"	"235037_at"	"TMEM41A"
"18090"	"225991_at"	"TMEM41A"
"18091"	"209438_at"	"PHKA2"
"18092"	"1559705_s_at"	"PHKA2"
"18093"	"209439_s_at"	"PHKA2"
"18094"	"204723_at"	"SCN3B"
"18095"	"204722_at"	"SCN3B"
"18096"	"205189_s_at"	"FANCC"
"18097"	"224716_at"	"SLC35B2"
"18098"	"235263_at"	"STAG3L2"
"18099"	"223724_s_at"	"STAG3L2"
"18100"	"202884_s_at"	"PPP2R1B"
"18101"	"222351_at"	"PPP2R1B"
"18102"	"202886_s_at"	"PPP2R1B"
"18103"	"202883_s_at"	"PPP2R1B"
"18104"	"202885_s_at"	"PPP2R1B"
"18105"	"216673_at"	"TTTY1"
"18106"	"203566_s_at"	"AGL"
"18107"	"234165_at"	"PTGDR"
"18108"	"215894_at"	"PTGDR"
"18109"	"221789_x_at"	"RHOT2"
"18110"	"222131_x_at"	"RHOT2"
"18111"	"65770_at"	"RHOT2"
"18112"	"226308_at"	"HAUS8"
"18113"	"209907_s_at"	"ITSN2"
"18114"	"210545_at"	"ITSN2"
"18115"	"242413_at"	"ITSN2"
"18116"	"209898_x_at"	"ITSN2"
"18117"	"240687_at"	"PASD1"
"18118"	"229348_at"	"UBIAD1"
"18119"	"219131_at"	"UBIAD1"
"18120"	"179_at"	"DTX2P1-UPK3BP1-PMS2P11"
"18121"	"210707_x_at"	"DTX2P1-UPK3BP1-PMS2P11"
"18122"	"213893_x_at"	"DTX2P1-UPK3BP1-PMS2P11"
"18123"	"1556789_a_at"	"PAXBP1-AS1"
"18124"	"239407_at"	"PAXBP1-AS1"
"18125"	"223466_x_at"	"COL4A3BP"
"18126"	"219625_s_at"	"COL4A3BP"
"18127"	"226277_at"	"COL4A3BP"
"18128"	"223465_at"	"COL4A3BP"
"18129"	"220251_at"	"DIEXF"
"18130"	"204700_x_at"	"DIEXF"
"18131"	"214193_s_at"	"DIEXF"
"18132"	"204699_s_at"	"DIEXF"
"18133"	"1566984_at"	"LRRC37A16P"
"18134"	"201791_s_at"	"DHCR7"
"18135"	"201790_s_at"	"DHCR7"
"18136"	"200060_s_at"	"RNPS1"
"18137"	"207939_x_at"	"RNPS1"
"18138"	"1557558_s_at"	"MATN1-AS1"
"18139"	"1557557_at"	"MATN1-AS1"
"18140"	"1555728_a_at"	"MS4A4A"
"18141"	"224357_s_at"	"MS4A4A"
"18142"	"219607_s_at"	"MS4A4A"
"18143"	"219486_at"	"DUS2"
"18144"	"47105_at"	"DUS2"
"18145"	"220367_s_at"	"SAP130"
"18146"	"219854_at"	"ZNF14"
"18147"	"210291_s_at"	""
"18148"	"223631_s_at"	""
"18149"	"232972_at"	"PRR29"
"18150"	"1569894_at"	""
"18151"	"219567_s_at"	"EXO5"
"18152"	"222902_s_at"	"EXO5"
"18153"	"218280_x_at"	"HIST2H2AA3"
"18154"	"214290_s_at"	"HIST2H2AA3"
"18155"	"221944_at"	""
"18156"	"214194_at"	"DIS3"
"18157"	"234660_s_at"	"DIS3"
"18158"	"222607_s_at"	"DIS3"
"18159"	"218362_s_at"	"DIS3"
"18160"	"236560_at"	"DIS3"
"18161"	"234757_at"	"DIS3"
"18162"	"207805_s_at"	""
"18163"	"1557025_a_at"	""
"18164"	"1557024_at"	""
"18165"	"209052_s_at"	"WHSC1"
"18166"	"222777_s_at"	"WHSC1"
"18167"	"222778_s_at"	"WHSC1"
"18168"	"209053_s_at"	"WHSC1"
"18169"	"209054_s_at"	"WHSC1"
"18170"	"223472_at"	"WHSC1"
"18171"	"232050_at"	""
"18172"	"212803_at"	"NAB2"
"18173"	"216017_s_at"	"NAB2"
"18174"	"1569597_at"	""
"18175"	"223306_at"	""
"18176"	"206461_x_at"	"MT1H"
"18177"	"222260_at"	""
"18178"	"201086_x_at"	"SON"
"18179"	"214988_s_at"	"SON"
"18180"	"226465_s_at"	"SON"
"18181"	"201085_s_at"	"SON"
"18182"	"213538_at"	"SON"
"18183"	"217665_at"	"ZNF813"
"18184"	"206255_at"	"BLK"
"18185"	"210934_at"	"BLK"
"18186"	"221646_s_at"	"ZDHHC11"
"18187"	"1552283_s_at"	"ZDHHC11"
"18188"	"232417_x_at"	"ZDHHC11"
"18189"	"1558440_at"	""
"18190"	"203570_at"	"LOXL1"
"18191"	"204961_s_at"	"NCF1B"
"18192"	"214084_x_at"	"NCF1B"
"18193"	"204219_s_at"	"PSMC1P1"
"18194"	"1558685_a_at"	""
"18195"	"1553973_a_at"	"SPINK6"
"18196"	"231815_at"	"PHF12"
"18197"	"234939_s_at"	"PHF12"
"18198"	"1552987_a_at"	""
"18199"	"233387_s_at"	"PCNT"
"18200"	"203660_s_at"	"PCNT"
"18201"	"1562352_at"	""
"18202"	"1562353_x_at"	""
"18203"	"207611_at"	"HIST1H2BL"
"18204"	"219060_at"	"WDYHV1"
"18205"	"239101_at"	"ITCH"
"18206"	"235057_at"	"ITCH"
"18207"	"209743_s_at"	"ITCH"
"18208"	"209744_x_at"	"ITCH"
"18209"	"217094_s_at"	"ITCH"
"18210"	"216473_x_at"	"DUX4L11"
"18211"	"200651_at"	"GNB2L1"
"18212"	"222034_at"	"GNB2L1"
"18213"	"205979_at"	"SCGB2A1"
"18214"	"243761_at"	""
"18215"	"223652_at"	"AS3MT"
"18216"	"208689_s_at"	"RPN2"
"18217"	"213399_x_at"	"RPN2"
"18218"	"213491_x_at"	"RPN2"
"18219"	"1560495_at"	""
"18220"	"216473_x_at"	"DUX4L12"
"18221"	"206298_at"	"ARHGAP22"
"18222"	"1560821_at"	"ARHGAP22"
"18223"	"1569322_at"	"LINC00857"
"18224"	"216473_x_at"	"DUX4L13"
"18225"	"205593_s_at"	"PDE9A"
"18226"	"228642_at"	"HOTAIRM1"
"18227"	"1557051_s_at"	"HOTAIRM1"
"18228"	"1557050_at"	"HOTAIRM1"
"18229"	"235047_x_at"	"NACC1"
"18230"	"227651_at"	"NACC1"
"18231"	"1561899_at"	"CLECL1"
"18232"	"244413_at"	"CLECL1"
"18233"	"224152_s_at"	"PBRM1"
"18234"	"223400_s_at"	"PBRM1"
"18235"	"223238_s_at"	"PBRM1"
"18236"	"220355_s_at"	"PBRM1"
"18237"	"221212_x_at"	"PBRM1"
"18238"	"218550_s_at"	"LRRC20"
"18239"	"203649_s_at"	"PLA2G2A"
"18240"	"219510_at"	"POLQ"
"18241"	"233305_at"	"NECAB1"
"18242"	"221654_s_at"	"USP3"
"18243"	"226652_at"	"USP3"
"18244"	"225395_s_at"	"FAM120AOS"
"18245"	"230308_at"	"FAM120AOS"
"18246"	"212216_at"	"PREPL"
"18247"	"212217_at"	"PREPL"
"18248"	"212215_at"	"PREPL"
"18249"	"243542_at"	"PREPL"
"18250"	"229607_at"	""
"18251"	"230493_at"	"SHISA2"
"18252"	"225412_at"	"TMEM87B"
"18253"	"225411_at"	"TMEM87B"
"18254"	"1567361_at"	"BDNF-AS"
"18255"	"209585_s_at"	"MINPP1"
"18256"	"223729_at"	"CECR2"
"18257"	"233695_s_at"	"CECR2"
"18258"	"239752_at"	"CECR2"
"18259"	"205614_x_at"	""
"18260"	"216320_x_at"	""
"18261"	"225528_at"	"IPO8"
"18262"	"205701_at"	"IPO8"
"18263"	"235132_at"	"NIFK-AS1"
"18264"	"1557059_at"	"NIFK-AS1"
"18265"	"240288_at"	"KCNRG"
"18266"	"239098_at"	"KCNRG"
"18267"	"211136_s_at"	"CLPTM1"
"18268"	"201640_x_at"	"CLPTM1"
"18269"	"214476_at"	"TFF2"
"18270"	"220890_s_at"	"DDX47"
"18271"	"1555854_at"	"AKR1C2"
"18272"	"204151_x_at"	"AKR1C2"
"18273"	"216594_x_at"	"AKR1C2"
"18274"	"211653_x_at"	"AKR1C2"
"18275"	"209699_x_at"	"AKR1C2"
"18276"	"244266_at"	"AKR1C2"
"18277"	"201494_at"	"PRCP"
"18278"	"1569205_at"	"PRCP"
"18279"	"242636_at"	"PRCP"
"18280"	"233418_at"	"TBC1D2B"
"18281"	"212796_s_at"	"TBC1D2B"
"18282"	"215640_at"	"TBC1D2B"
"18283"	"201326_at"	"SUMF2"
"18284"	"225002_s_at"	"SUMF2"
"18285"	"213060_s_at"	"CHI3L2"
"18286"	"214441_at"	"STX6"
"18287"	"1552618_at"	"STX6"
"18288"	"212799_at"	"STX6"
"18289"	"212800_at"	"STX6"
"18290"	"1562785_at"	""
"18291"	"216473_x_at"	"DUX4L14"
"18292"	"230113_at"	"MBNL3"
"18293"	"229498_at"	"MBNL3"
"18294"	"219814_at"	"MBNL3"
"18295"	"223134_at"	"BBX"
"18296"	"226331_at"	"BBX"
"18297"	"223135_s_at"	"BBX"
"18298"	"213016_at"	"BBX"
"18299"	"232008_s_at"	"BBX"
"18300"	"213015_at"	"BBX"
"18301"	"35436_at"	"GOLGA2"
"18302"	"225672_at"	"GOLGA2"
"18303"	"211059_s_at"	"GOLGA2"
"18304"	"217341_at"	"GOLGA2"
"18305"	"204384_at"	"GOLGA2"
"18306"	"230211_at"	"TRIP11"
"18307"	"209778_at"	"TRIP11"
"18308"	"236160_at"	"TRIP11"
"18309"	"210760_x_at"	"TRIP11"
"18310"	"1560035_at"	"RTP5"
"18311"	"213098_at"	"RQCD1"
"18312"	"1553510_s_at"	"RQCD1"
"18313"	"213179_at"	"RQCD1"
"18314"	"1554080_at"	"RQCD1"
"18315"	"203101_s_at"	"MGAT2"
"18316"	"203102_s_at"	"MGAT2"
"18317"	"211061_s_at"	"MGAT2"
"18318"	"1564836_at"	""
"18319"	"1562699_at"	""
"18320"	"232368_at"	"TRAPPC3L"
"18321"	"232891_at"	"SIRPD"
"18322"	"232293_at"	"LCORL"
"18323"	"235970_at"	"LCORL"
"18324"	"240592_at"	"LCORL"
"18325"	"211526_s_at"	"RTEL1"
"18326"	"206092_x_at"	"RTEL1"
"18327"	"213829_x_at"	"RTEL1"
"18328"	"216325_x_at"	"RTEL1"
"18329"	"219524_s_at"	"NDUFAF5"
"18330"	"227160_s_at"	"NDUFAF5"
"18331"	"222894_x_at"	"NDUFAF5"
"18332"	"65635_at"	"ENGASE"
"18333"	"220349_s_at"	"ENGASE"
"18334"	"223395_at"	"ABI3BP"
"18335"	"1559077_at"	"ABI3BP"
"18336"	"220518_at"	"ABI3BP"
"18337"	"227006_at"	"PPP1R14A"
"18338"	"224329_s_at"	"CNFN"
"18339"	"206799_at"	"SCGB1D2"
"18340"	"1558881_at"	"LINC00924"
"18341"	"206000_at"	"MEP1A"
"18342"	"226030_at"	"ACADSB"
"18343"	"205355_at"	"ACADSB"
"18344"	"206560_s_at"	"MIA-RAB4B"
"18345"	"209953_s_at"	"CDC37"
"18346"	"1563899_at"	"LCTL"
"18347"	"1561425_a_at"	"ZNF568"
"18348"	"1564356_at"	"ZNF568"
"18349"	"1568900_a_at"	"ZNF568"
"18350"	"1560779_a_at"	"ZNF568"
"18351"	"1562282_at"	"ZNF568"
"18352"	"1555388_s_at"	"SNX25"
"18353"	"227408_s_at"	"SNX25"
"18354"	"232425_at"	"SNX25"
"18355"	"221862_at"	"MIER2"
"18356"	"221863_at"	"MIER2"
"18357"	"44822_s_at"	"MIER2"
"18358"	"239400_at"	""
"18359"	"201264_at"	"COPE"
"18360"	"220469_at"	"COPE"
"18361"	"217365_at"	"PRAMEF9"
"18362"	"231063_at"	""
"18363"	"1560979_a_at"	""
"18364"	"231379_at"	""
"18365"	"211297_s_at"	""
"18366"	"230852_at"	"STAC3"
"18367"	"218758_s_at"	"RRP1"
"18368"	"222733_x_at"	"RRP1"
"18369"	"243245_at"	"LINC01588"
"18370"	"239777_at"	"LINC01588"
"18371"	"237460_x_at"	"LINC01588"
"18372"	"1564785_at"	"LINC01588"
"18373"	"214556_at"	"SSTR4"
"18374"	"239732_x_at"	"FAM47C"
"18375"	"236170_x_at"	""
"18376"	"239326_at"	""
"18377"	"221887_s_at"	"DFNB31"
"18378"	"47553_at"	"DFNB31"
"18379"	"206593_s_at"	"MED22"
"18380"	"231769_at"	"FBXO6"
"18381"	"221973_at"	""
"18382"	"1553857_at"	"IGSF22"
"18383"	"216584_at"	"UBE2V2P3"
"18384"	"200016_x_at"	"HNRNPA1P4"
"18385"	"237036_at"	"FBXO10"
"18386"	"1558062_at"	"FBXO10"
"18387"	"227222_at"	"FBXO10"
"18388"	"225315_at"	"MRPL21"
"18389"	"217747_s_at"	""
"18390"	"1558402_at"	""
"18391"	"1558699_a_at"	"HERPUD2"
"18392"	"222751_at"	"HERPUD2"
"18393"	"1552628_a_at"	"HERPUD2"
"18394"	"236359_at"	"SCN4B"
"18395"	"1556047_s_at"	"MAGEE1"
"18396"	"229286_at"	"MAGEE1"
"18397"	"1553740_a_at"	"IRAK2"
"18398"	"231779_at"	"IRAK2"
"18399"	"239822_at"	"LINC01354"
"18400"	"223907_s_at"	"PINX1"
"18401"	"1553885_x_at"	"ZNF99"
"18402"	"1553883_at"	"ZNF99"
"18403"	"1553654_at"	"SYT14"
"18404"	"219943_s_at"	"USP46"
"18405"	"203870_at"	"USP46"
"18406"	"203869_at"	"USP46"
"18407"	"222941_at"	"USP46"
"18408"	"1552863_a_at"	"CACNG6"
"18409"	"224291_at"	"CACNG6"
"18410"	"206055_s_at"	""
"18411"	"236601_at"	""
"18412"	"200032_s_at"	"RPL9P25"
"18413"	"220534_at"	"TRIM49D1"
"18414"	"244261_at"	"IFNLR1"
"18415"	"1555499_a_at"	"IFNLR1"
"18416"	"219020_at"	"HS1BP3"
"18417"	"236530_at"	"HS1BP3"
"18418"	"237407_at"	"HS1BP3"
"18419"	"1568734_a_at"	"HS1BP3"
"18420"	"243998_at"	"KRT222"
"18421"	"244111_at"	"KRT222"
"18422"	"222438_at"	"MED4"
"18423"	"217843_s_at"	"MED4"
"18424"	"206336_at"	"CXCL6"
"18425"	"219698_s_at"	"METTL4"
"18426"	"232194_at"	"METTL4"
"18427"	"224396_s_at"	"ASPN"
"18428"	"219087_at"	"ASPN"
"18429"	"1554183_s_at"	"TRIM73"
"18430"	"1554182_at"	"TRIM73"
"18431"	"202717_s_at"	"CDC16"
"18432"	"209658_at"	"CDC16"
"18433"	"209659_s_at"	"CDC16"
"18434"	"208758_at"	"ATIC"
"18435"	"205337_at"	"DCT"
"18436"	"216512_s_at"	"DCT"
"18437"	"205338_s_at"	"DCT"
"18438"	"216513_at"	"DCT"
"18439"	"217049_x_at"	"PCDH11Y"
"18440"	"211227_s_at"	"PCDH11Y"
"18441"	"208366_at"	"PCDH11Y"
"18442"	"210292_s_at"	"PCDH11Y"
"18443"	"1563816_at"	""
"18444"	"223083_s_at"	"RAB4B-EGLN2"
"18445"	"220956_s_at"	"RAB4B-EGLN2"
"18446"	"206569_at"	"IL24"
"18447"	"216021_s_at"	"GLRA3"
"18448"	"210661_at"	"GLRA3"
"18449"	"207928_s_at"	"GLRA3"
"18450"	"1560692_at"	"VSTM2A-OT1"
"18451"	"244059_at"	""
"18452"	"221429_x_at"	"TEX13A"
"18453"	"236848_s_at"	"TEX13A"
"18454"	"1552791_a_at"	"TRDN"
"18455"	"222919_at"	"TRDN"
"18456"	"1560399_a_at"	"OTUD7A"
"18457"	"1553351_at"	"OTUD7A"
"18458"	"232562_at"	"OTUD7A"
"18459"	"230783_at"	"OTUD7A"
"18460"	"219258_at"	"TIPIN"
"18461"	"200032_s_at"	"TIPIN"
"18462"	"206647_at"	"HBZ"
"18463"	"234876_at"	""
"18464"	"235208_at"	"CCDC112"
"18465"	"239590_x_at"	"CYP4F60P"
"18466"	"209735_at"	"ABCG2"
"18467"	"208383_s_at"	"PCK1"
"18468"	"208456_s_at"	""
"18469"	"212590_at"	""
"18470"	"1554953_a_at"	"TSPEAR-AS1"
"18471"	"207427_at"	""
"18472"	"237083_at"	"MRPS33"
"18473"	"218654_s_at"	"MRPS33"
"18474"	"233669_s_at"	"TRIM54"
"18475"	"203841_x_at"	"MAPRE3"
"18476"	"203842_s_at"	"MAPRE3"
"18477"	"214270_s_at"	"MAPRE3"
"18478"	"211194_s_at"	"TP63"
"18479"	"209863_s_at"	"TP63"
"18480"	"211195_s_at"	"TP63"
"18481"	"211834_s_at"	"TP63"
"18482"	"1555581_a_at"	"TP63"
"18483"	"207382_at"	"TP63"
"18484"	"211193_at"	"TP63"
"18485"	"203066_at"	"CHST15"
"18486"	"244874_at"	"CHST15"
"18487"	"215407_s_at"	"ASTN2"
"18488"	"209693_at"	"ASTN2"
"18489"	"1554816_at"	"ASTN2"
"18490"	"220078_at"	"USP48"
"18491"	"220079_s_at"	"USP48"
"18492"	"225925_s_at"	"USP48"
"18493"	"232621_at"	"USP48"
"18494"	"229812_at"	"USP48"
"18495"	"239887_at"	""
"18496"	"232343_at"	""
"18497"	"1556646_at"	""
"18498"	"228645_at"	"SNHG9"
"18499"	"1558954_at"	"SNHG9"
"18500"	"237381_at"	""
"18501"	"1560292_a_at"	"TMCO4"
"18502"	"227007_at"	"TMCO4"
"18503"	"203288_at"	"KIAA0355"
"18504"	"207643_s_at"	"TNFRSF1A"
"18505"	"202661_at"	""
"18506"	"204905_s_at"	"EEF1E1"
"18507"	"219920_s_at"	"GMPPB"
"18508"	"222710_at"	"GMPPB"
"18509"	"229717_at"	"GMPPB"
"18510"	"220057_at"	"XAGE1A"
"18511"	"203499_at"	"EPHA2"
"18512"	"221610_s_at"	"STAP2"
"18513"	"227290_at"	"CDYL2"
"18514"	"1553647_at"	"CDYL2"
"18515"	"201049_s_at"	""
"18516"	"218001_at"	"MRPS2"
"18517"	"235134_at"	""
"18518"	"220630_s_at"	"CHIA"
"18519"	"217816_s_at"	"PCNP"
"18520"	"1554868_s_at"	"PCNP"
"18521"	"237577_at"	"PCNP"
"18522"	"204973_at"	"GJB1"
"18523"	"228782_at"	"SCGB3A2"
"18524"	"224156_x_at"	"IL17RB"
"18525"	"224361_s_at"	"IL17RB"
"18526"	"219255_x_at"	"IL17RB"
"18527"	"1561554_at"	""
"18528"	"209122_at"	"PLIN2"
"18529"	"244855_at"	""
"18530"	"223801_s_at"	"APOL4"
"18531"	"1555600_s_at"	"APOL4"
"18532"	"224491_at"	"APOL4"
"18533"	"229443_at"	"UQCC2"
"18534"	"228192_at"	"UQCC2"
"18535"	"224448_s_at"	"UQCC2"
"18536"	"203179_at"	"IL11RA"
"18537"	"204773_at"	"IL11RA"
"18538"	"1552646_at"	"IL11RA"
"18539"	"231385_at"	"DPPA3P2"
"18540"	"220933_s_at"	"ZCCHC6"
"18541"	"242776_at"	"ZCCHC6"
"18542"	"209573_s_at"	"LDLRAD4"
"18543"	"209574_s_at"	"LDLRAD4"
"18544"	"207996_s_at"	"LDLRAD4"
"18545"	"233138_at"	"LDLRAD4"
"18546"	"202740_at"	"ACY1"
"18547"	"219421_at"	"TTC33"
"18548"	"244667_at"	""
"18549"	"225470_at"	"NUP35"
"18550"	"1554803_s_at"	"TRIM72"
"18551"	"206423_at"	"ANGPTL7"
"18552"	"243728_at"	""
"18553"	"221686_s_at"	"RECQL5"
"18554"	"34063_at"	"RECQL5"
"18555"	"211468_s_at"	"RECQL5"
"18556"	"210309_at"	"RECQL5"
"18557"	"232624_at"	"ABTB2"
"18558"	"213497_at"	"ABTB2"
"18559"	"223032_x_at"	""
"18560"	"207011_s_at"	"PTK7"
"18561"	"1555324_at"	"PTK7"
"18562"	"210011_s_at"	"EWSR1"
"18563"	"209214_s_at"	"EWSR1"
"18564"	"229966_at"	"EWSR1"
"18565"	"210012_s_at"	"EWSR1"
"18566"	"212576_at"	"MGRN1"
"18567"	"224477_s_at"	"MGRN1"
"18568"	"238878_at"	"ARX"
"18569"	"203830_at"	"C17orf75"
"18570"	"211572_s_at"	"SLC23A2"
"18571"	"209236_at"	"SLC23A2"
"18572"	"209237_s_at"	"SLC23A2"
"18573"	"1554692_at"	"SLC23A2"
"18574"	"208301_at"	""
"18575"	"237637_at"	""
"18576"	"232019_at"	"ZKSCAN2"
"18577"	"1569393_at"	""
"18578"	"206762_at"	"KCNA5"
"18579"	"223005_s_at"	"TMEM245"
"18580"	"223008_s_at"	"TMEM245"
"18581"	"223006_s_at"	"TMEM245"
"18582"	"223007_s_at"	"TMEM245"
"18583"	"233273_at"	""
"18584"	"228910_at"	"CD82"
"18585"	"203904_x_at"	"CD82"
"18586"	"203751_x_at"	"JUND"
"18587"	"214326_x_at"	"JUND"
"18588"	"203752_s_at"	"JUND"
"18589"	"214542_x_at"	"HIST1H2AI"
"18590"	"208583_x_at"	"HIST1H2AI"
"18591"	"207435_s_at"	"SRRM2"
"18592"	"208610_s_at"	"SRRM2"
"18593"	"1554671_a_at"	"SRRM2"
"18594"	"216629_at"	"SRRM2"
"18595"	"1562568_at"	""
"18596"	"210445_at"	"FABP6"
"18597"	"214376_at"	""
"18598"	"229339_at"	"MYOCD"
"18599"	"237206_at"	"MYOCD"
"18600"	"238650_x_at"	"WDR89"
"18601"	"244038_at"	"WDR89"
"18602"	"235025_at"	"WDR89"
"18603"	"205312_at"	"SPI1"
"18604"	"202123_s_at"	"ABL1"
"18605"	"206502_s_at"	"INSM1"
"18606"	"226892_at"	""
"18607"	"218852_at"	"PPP2R3C"
"18608"	"239188_at"	"PPP2R3C"
"18609"	"1569839_s_at"	"LRRC37A5P"
"18610"	"1562803_at"	"LRRC37A5P"
"18611"	"243621_at"	"SPACA3"
"18612"	"243979_at"	""
"18613"	"214081_at"	"PLXDC1"
"18614"	"219700_at"	"PLXDC1"
"18615"	"231019_x_at"	"CBARP"
"18616"	"215325_x_at"	"CBARP"
"18617"	"1552355_s_at"	"CBARP"
"18618"	"1552354_at"	"CBARP"
"18619"	"211993_at"	"WNK1"
"18620"	"211994_at"	"WNK1"
"18621"	"211992_at"	"WNK1"
"18622"	"1555068_at"	"WNK1"
"18623"	"39313_at"	"WNK1"
"18624"	"202940_at"	"WNK1"
"18625"	"202732_at"	"PKIG"
"18626"	"235951_s_at"	"ZNF688"
"18627"	"213529_at"	"ZNF688"
"18628"	"213527_s_at"	"ZNF688"
"18629"	"235950_at"	"ZNF688"
"18630"	"235808_at"	""
"18631"	"228661_s_at"	""
"18632"	"232589_at"	""
"18633"	"202558_s_at"	"HSPA13"
"18634"	"202557_at"	"HSPA13"
"18635"	"228524_at"	"ADCK5"
"18636"	"229203_at"	"B4GALNT3"
"18637"	"1553727_at"	"B4GALNT3"
"18638"	"229909_at"	"B4GALNT3"
"18639"	"213316_at"	"KIAA1462"
"18640"	"231841_s_at"	"KIAA1462"
"18641"	"231842_at"	"KIAA1462"
"18642"	"1555212_at"	"OR8B8"
"18643"	"227324_at"	"ADCK4"
"18644"	"220434_at"	"ADCK4"
"18645"	"1552690_a_at"	"CACNA2D4"
"18646"	"228083_at"	"CACNA2D4"
"18647"	"205349_at"	"GNA15"
"18648"	"223883_s_at"	"STK31"
"18649"	"243306_s_at"	"GCC1"
"18650"	"218912_at"	"GCC1"
"18651"	"225523_at"	"MRPL53"
"18652"	"227887_at"	"FOXN3-AS1"
"18653"	"232825_s_at"	"DSEL"
"18654"	"244852_at"	"DSEL"
"18655"	"232235_at"	"DSEL"
"18656"	"241972_at"	"ZNF674-AS1"
"18657"	"205138_s_at"	"UST"
"18658"	"205139_s_at"	"UST"
"18659"	"1562638_at"	""
"18660"	"1561348_at"	""
"18661"	"233551_at"	"DANT2"
"18662"	"221446_at"	"ADAM30"
"18663"	"243520_x_at"	"ADAM30"
"18664"	"207525_s_at"	"GIPC1"
"18665"	"226591_at"	"PWAR6"
"18666"	"226587_at"	"PWAR6"
"18667"	"202901_x_at"	"CTSS"
"18668"	"232617_at"	"CTSS"
"18669"	"202902_s_at"	"CTSS"
"18670"	"1560735_s_at"	"OR4N4"
"18671"	"823_at"	"CX3CL1"
"18672"	"203687_at"	"CX3CL1"
"18673"	"1559837_at"	"LINC01490"
"18674"	"205384_at"	"FXYD1"
"18675"	"233743_x_at"	"S1PR5"
"18676"	"221417_x_at"	"S1PR5"
"18677"	"230464_at"	"S1PR5"
